post_id,duration,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers,traffic_source,engagement_rate,content_category,duration_seconds,engagement_total
IG0000963,25:23,Video,56342,6051,4613,6173,228533,572446,1678,2,842,Profile,12.783563864539188,Music,1523,73179
IG0000964,25:23,Reel,198673,4049,2398,7682,508303,667540,1215,12,832,Profile,31.878539113760972,Technology,1523,212802
IG0000965,25:23,Reel,12180,5615,2303,4000,716186,1067985,869,25,841,Hashtags,2.2563987321919314,Fashion,1523,24098
IG0000966,25:23,Reel,54847,8560,3780,684,1313848,1797895,1308,12,87,Explore,3.7750257940536014,Fitness,1523,67871
IG0000967,25:23,Carousel,191256,600,2984,12111,703115,1100523,1124,3,369,Reels Feed,18.80478645153259,Lifestyle,1523,206951
IG0000968,25:23,Photo,147646,588,1051,8653,1297849,1746272,1140,9,376,Explore,9.044295504938521,Travel,1523,157938
IG0000969,25:23,Video,187546,5083,1288,2751,1492463,1813369,340,9,656,Profile,10.845448444304497,Photography,1523,196668
IG0000970,25:23,Video,58981,8660,818,10456,896880,1161775,1912,5,744,Profile,6.792623356501905,Music,1523,78915
IG0000971,25:23,Video,119870,5785,4148,8099,1003389,1297219,820,1,663,Reels Feed,10.630587433579064,Photography,1523,137902
IG0000972,25:23,Video,145824,5551,2619,9856,548173,992176,1945,9,168,Hashtags,16.514207156794765,Fashion,1523,163850
IG0000973,25:23,Video,199676,2636,464,2072,1880695,2186580,1437,19,36,Home Feed,9.368420089820633,Lifestyle,1523,204848
IG0000974,25:23,Video,170532,3904,2579,5854,1198072,1505749,552,29,449,External,12.144720003134653,Lifestyle,1523,182869
IG0000975,25:23,Video,2087,5901,4736,8293,250549,505034,1791,15,172,Profile,4.161501997885291,Fitness,1523,21017
IG0000976,25:23,Video,136527,7445,4628,849,1753997,2231009,1178,0,541,Hashtags,6.698717934351676,Beauty,1523,149449
IG0000977,25:23,Reel,90139,4890,3963,112,1904896,2128575,842,12,996,Hashtags,4.6558848055624065,Fitness,1523,99104
IG0000978,25:23,Video,129160,7642,515,11699,460492,486521,1698,29,527,External,30.628893716817977,Beauty,1523,149016
IG0000979,25:23,Carousel,42299,9963,4784,4962,259368,733338,1122,24,886,Profile,8.455582555383739,Beauty,1523,62008
IG0000980,25:23,Video,65625,7942,2507,2777,464216,738141,938,2,128,External,10.682376402340473,Music,1523,78851
IG0000981,25:23,Carousel,117806,9791,2412,4319,784608,1033756,1951,29,710,Reels Feed,12.994168836746775,Fitness,1523,134328
IG0000982,25:23,Video,114089,9975,3713,4859,1590339,2035073,703,15,30,External,6.517505760235628,Travel,1523,132636
IG0000983,25:23,Video,49534,8401,197,9391,1613774,1890132,1972,13,410,External,3.5723960019723493,Food,1523,67523
IG0000984,25:23,Carousel,64591,4336,156,6639,1095499,1195321,1926,30,829,External,6.3348673703549085,Food,1523,75722
IG0000985,25:23,Video,174087,366,393,5144,265646,602835,924,27,585,Profile,29.85725779027429,Fitness,1523,179990
IG0000986,25:23,Carousel,161603,7611,2822,742,1047068,1435821,1124,23,796,Hashtags,12.03339413478421,Fitness,1523,172778
IG0000987,25:23,Photo,46784,6532,3290,11153,1519024,1957698,1773,25,305,Reels Feed,3.4611569302313225,Photography,1523,67759
IG0000988,25:23,Carousel,89888,237,4621,10688,1491262,1899750,50,4,740,Home Feed,5.549888143176734,Music,1523,105434
IG0000989,25:23,Photo,141666,7151,221,5440,1948122,2370815,1182,16,248,Home Feed,6.515818400001687,Fitness,1523,154478
IG0000990,25:23,Reel,114103,1671,3446,14660,1173117,1351893,2157,20,922,Profile,9.903150619168825,Photography,1523,133880
IG0000991,25:23,Video,153445,4445,4854,2291,320830,372179,1599,14,275,Reels Feed,44.34291026629659,Beauty,1523,165035
IG0000992,25:23,Video,119171,4986,528,12419,187333,324721,105,20,859,Hashtags,42.22209219606985,Lifestyle,1523,137104
IG0000993,25:23,Photo,34868,577,1336,14937,965876,1295920,974,30,584,Explore,3.990832767454781,Lifestyle,1523,51718
IG0000994,25:23,Photo,190083,3300,4857,7231,1162076,1331787,1568,15,209,Hashtags,15.428217875681321,Beauty,1523,205471
IG0000995,25:23,Photo,11995,3717,3427,5834,485116,537527,86,2,385,External,4.645906159132472,Technology,1523,24973
IG0000996,25:23,Photo,44191,8248,754,4303,1984850,2299328,2014,19,930,Hashtags,2.5005566843877864,Photography,1523,57496
IG0000997,25:23,Carousel,30490,2049,3014,3759,807075,884131,1288,16,920,Reels Feed,4.446399911325358,Photography,1523,39312
IG0000998,25:23,Video,193605,2717,623,6995,585371,808371,832,12,895,Explore,25.228515124862223,Beauty,1523,203940
IG0000999,25:23,Reel,106573,786,1304,8021,603747,888518,418,9,925,Reels Feed,13.132429506211466,Travel,1523,116684
IG0001000,25:23,Photo,90362,6943,1141,3989,1723905,2070555,655,23,304,Profile,4.947224294935416,Comedy,1523,102435
IG0001001,25:23,Reel,33260,6392,3226,3175,1003390,1379174,1708,4,624,External,3.3391725772092573,Fashion,1523,46053
IG0001002,25:23,Reel,83079,361,2811,2047,1974340,2231207,1400,28,128,Explore,3.957409599378274,Beauty,1523,88298
IG0001003,25:23,Photo,154580,3399,222,3206,459610,566839,2144,17,768,Profile,28.47492850703639,Fitness,1523,161407
IG0001004,25:23,Video,20216,3505,4936,278,1448770,1616732,822,12,983,Hashtags,1.7897214875440086,Fitness,1523,28935
IG0001005,25:23,Video,17478,5367,1891,2984,204670,395031,2090,23,292,Profile,7.017170804316623,Music,1523,27720
IG0001006,25:23,Video,68526,5613,496,1515,302625,770369,1588,0,653,Hashtags,9.884873352899714,Beauty,1523,76150
IG0001007,25:23,Photo,63761,7733,3892,7086,1323245,1415404,1453,24,126,Explore,5.826746285866085,Music,1523,82472
IG0001008,25:23,Photo,172760,4860,4944,11012,1691470,1701418,26,9,407,Hashtags,11.377333494767306,Beauty,1523,193576
IG0001009,25:23,Photo,125811,6693,2590,14101,1141421,1313473,723,5,563,Hashtags,11.358817425253507,Photography,1523,149195
IG0001010,25:23,Photo,814,2099,901,3228,972705,1127079,1592,22,227,Profile,0.6248009234490217,Fashion,1523,7042
IG0001011,25:23,Reel,115732,3612,3687,6956,123076,174936,466,30,935,Home Feed,74.30546028261764,Photography,1523,129987
IG0001012,25:23,Photo,182564,7986,986,8071,233543,422938,137,25,92,Explore,47.195333594995006,Comedy,1523,199607
IG0001013,25:23,Reel,191466,6141,2193,8352,486328,823806,1880,6,921,Hashtags,25.26711385933096,Lifestyle,1523,208152
IG0001014,25:23,Reel,101676,7704,2720,14507,68219,198713,142,1,84,Profile,63.71349634900585,Food,1523,126607
IG0001015,25:23,Carousel,32543,737,1042,12713,950847,1406554,1858,16,333,Reels Feed,3.3439882151698406,Beauty,1523,47035
IG0001016,25:23,Video,2818,5793,3957,3659,1340622,1706290,1840,15,162,Profile,0.9510106722772799,Comedy,1523,16227
IG0001017,25:23,Video,10964,2812,2199,9595,1419565,1685428,2069,22,68,Home Feed,1.5171220603905953,Lifestyle,1523,25570
IG0001018,25:23,Reel,23512,1138,958,6618,784430,800281,1590,7,586,Reels Feed,4.026835574004631,Technology,1523,32226
IG0001019,25:23,Video,3690,1443,1014,13327,1575187,1906193,1412,30,45,Explore,1.0216174332819394,Fashion,1523,19474
IG0001020,25:23,Video,46674,5248,4379,1241,1336570,1709250,380,28,319,External,3.366505777387743,Music,1523,57542
IG0001021,25:23,Reel,90420,80,84,1776,586775,1071805,371,7,222,External,8.617239143314317,Music,1523,92360
IG0001022,25:23,Carousel,168558,1704,828,14048,496419,570492,448,28,713,Explore,32.45233938425079,Photography,1523,185138
IG0001023,25:23,Video,75341,6884,4886,10876,1437543,1523028,565,10,352,Hashtags,6.433696557121733,Fitness,1523,97987
IG0001024,25:23,Photo,148798,4254,2667,9288,374984,848712,539,2,174,Profile,19.44204865725947,Lifestyle,1523,165007
IG0001025,25:23,Video,95112,5345,4514,2902,323451,422383,416,16,359,Profile,25.53914338408506,Technology,1523,107873
IG0001026,25:23,Photo,30769,6278,428,3723,660938,934768,1,4,168,External,4.4072967838009,Comedy,1523,41198
IG0001027,25:23,Video,62458,5726,2124,10489,801764,939133,1852,22,723,Profile,8.603360759338667,Fashion,1523,80797
IG0001028,25:23,Reel,78634,3048,4853,14081,585789,598664,1137,10,90,Reels Feed,16.806756377533976,Lifestyle,1523,100616
IG0001029,25:23,Video,197620,6113,1353,9502,1651624,2007362,898,13,964,Hashtags,10.69004992622158,Technology,1523,214588
IG0001030,25:23,Reel,69876,935,1726,4519,1652351,1855693,1807,0,183,Home Feed,4.152410986084444,Food,1523,77056
IG0001031,25:23,Reel,50717,4387,3630,10704,1091933,1246570,110,20,972,Home Feed,5.570324971722406,Beauty,1523,69438
IG0001032,25:23,Carousel,32517,8606,3551,8000,797333,1204921,632,4,828,Reels Feed,4.3715729080993695,Music,1523,52674
IG0001033,25:23,Photo,77438,8728,44,14986,1072602,1488229,418,24,104,Profile,6.799759983174633,Comedy,1523,101196
IG0001034,25:23,Reel,36809,5205,489,7942,424296,459363,1749,27,953,External,10.981511353765976,Music,1523,50445
IG0001035,25:23,Photo,158494,4108,441,13264,1161110,1180348,283,1,433,Home Feed,14.936866076784137,Comedy,1523,176307
IG0001036,25:23,Reel,167797,3884,3290,6174,1767152,1996992,693,8,425,Hashtags,9.070892622504246,Photography,1523,181145
IG0001037,25:23,Video,426,528,4865,9422,1300893,1541084,1130,9,591,Home Feed,0.988979186079409,Fitness,1523,15241
IG0001038,25:23,Photo,102773,7580,532,11850,652877,966462,1959,1,641,Hashtags,12.699412910181673,Comedy,1523,122735
IG0001039,25:23,Photo,96404,6421,2012,13614,535086,962547,1085,2,98,Explore,12.30599648640534,Music,1523,118451
IG0001040,25:23,Photo,77760,5120,4064,14299,259781,707164,1798,9,943,Profile,14.316763862413811,Photography,1523,101243
IG0001041,25:23,Reel,179315,8767,2764,1614,63448,267224,1187,28,843,Reels Feed,72.02197407418495,Comedy,1523,192460
IG0001042,25:23,Photo,122125,2805,4393,14682,1847740,2185784,2099,23,10,Reels Feed,6.588253917129963,Food,1523,144005
IG0001043,25:23,Carousel,172545,3045,2650,1893,1032449,1184303,595,8,344,Home Feed,15.21004337572395,Fitness,1523,180133
IG0001044,25:23,Carousel,24174,1875,2464,3783,1575874,1810858,172,25,64,Profile,1.7834639712224813,Comedy,1523,32296
IG0001045,25:23,Photo,128690,1917,1912,8378,229267,688881,1649,9,903,Profile,20.45302454270041,Photography,1523,140897
IG0001046,25:23,Carousel,96401,7512,3422,13612,1123156,1185871,709,21,657,Explore,10.19900140909087,Lifestyle,1523,120947
IG0001047,25:23,Reel,20395,9236,1999,12379,786367,1141622,1134,19,651,Home Feed,3.854953741255862,Travel,1523,44009
IG0001048,25:23,Photo,169484,4751,3237,10692,1638355,1826637,913,5,220,Reels Feed,10.301116204259522,Technology,1523,188164
IG0001049,25:23,Video,82362,6969,997,2169,187238,569707,1823,10,815,Profile,16.23588967662325,Travel,1523,92497
IG0001050,25:23,Photo,194803,23,206,7646,1594355,1838137,1672,18,318,Hashtags,11.026272796858994,Travel,1523,202678
IG0001051,25:23,Reel,149183,8530,3076,10337,1710680,1817383,354,7,476,Hashtags,9.41606694901405,Fashion,1523,171126
IG0001052,25:23,Video,194796,3733,251,9354,583984,894529,1389,24,737,Profile,23.267440183605004,Food,1523,208134
IG0001053,25:23,Carousel,78101,6489,1122,7680,1718145,2025885,1253,29,442,External,4.609935904555293,Lifestyle,1523,93392
IG0001054,25:23,Reel,147118,8712,4564,8271,1684080,1946134,1730,20,496,Home Feed,8.666669407142571,Beauty,1523,168665
IG0001055,25:23,Video,97463,7969,1358,12578,1806253,1965102,1014,9,871,Explore,6.074392067180228,Comedy,1523,119368
IG0001056,25:23,Photo,116298,6839,484,9349,1959813,2124901,1689,29,197,Hashtags,6.257703300059626,Technology,1523,132970
IG0001057,25:23,Reel,41470,9115,4102,11833,1555532,1650928,855,21,382,Profile,4.029249004196428,Fitness,1523,66520
IG0001058,25:23,Carousel,83043,7127,2652,614,1667160,1863877,935,5,615,Home Feed,5.0129917371157005,Lifestyle,1523,93436
IG0001059,25:23,Reel,137583,3952,3950,618,348233,535575,1794,19,469,Reels Feed,27.27965270970452,Music,1523,146103
IG0001060,25:23,Reel,145000,540,4623,2450,1298481,1512283,1503,13,220,Reels Feed,10.091563549944025,Beauty,1523,152613
IG0001061,25:23,Video,14191,4027,3855,1085,1515571,1673141,849,26,97,External,1.3841033122731436,Fashion,1523,23158
IG0001062,25:23,Photo,83943,246,2388,8183,772394,1063002,1200,28,412,Explore,8.91437645460686,Fashion,1523,94760
IG0001063,25:23,Carousel,56287,8702,3167,4873,1002716,1016044,6,10,572,Reels Feed,7.187582427532665,Lifestyle,1523,73029
IG0001064,25:23,Carousel,117251,3560,3820,10140,26059,426452,57,12,510,Explore,31.60285331057188,Photography,1523,134771
IG0001065,25:23,Photo,98039,8013,3424,7622,1095592,1270853,244,25,290,Home Feed,9.21412626007886,Travel,1523,117098
IG0001066,25:23,Video,43926,4578,4862,2817,1168810,1207560,1521,27,8,Hashtags,4.652605253569181,Music,1523,56183
IG0001067,25:23,Video,87101,7542,4688,3465,1889711,2323815,290,21,771,Explore,4.423587936216953,Fashion,1523,102796
IG0001068,25:23,Carousel,19716,8338,2963,4153,375742,627220,138,20,758,Profile,5.607282931028985,Technology,1523,35170
IG0001069,25:23,Carousel,59258,8929,3959,10888,821605,1071433,1530,25,317,External,7.749807967460401,Fashion,1523,83034
IG0001070,25:23,Carousel,118989,2919,4047,530,1870588,1915080,1253,1,440,External,6.604684921778725,Fitness,1523,126485
IG0001071,25:23,Photo,120814,1523,2609,477,71840,125364,1133,0,876,Explore,100.0470629526818,Comedy,1523,125423
IG0001072,25:23,Video,2312,2855,670,7934,601070,799306,1645,15,786,Reels Feed,1.7228695893687775,Fashion,1523,13771
IG0001073,25:23,Video,166275,5532,3522,14014,3250,122921,2080,22,376,Home Feed,154.0363322784553,Fitness,1523,189343
IG0001074,25:23,Reel,24412,1977,3320,6193,1355785,1550147,369,29,123,External,2.316038414421342,Lifestyle,1523,35902
IG0001075,25:23,Carousel,129734,2505,3799,13841,521217,544276,1175,1,678,Hashtags,27.537315626630605,Lifestyle,1523,149879
IG0001076,25:23,Carousel,127732,7201,1754,5798,515571,738182,449,17,256,Reels Feed,19.30215041818955,Beauty,1523,142485
IG0001077,25:23,Reel,116513,9973,3622,10688,1184370,1268876,1483,12,62,Home Feed,11.096119715401663,Fashion,1523,140796
IG0001078,25:23,Video,135622,268,1873,2775,1305149,1428563,299,19,862,Home Feed,9.837718042536451,Technology,1523,140538
IG0001079,25:23,Photo,190068,6455,925,4419,200807,379196,533,4,719,Profile,53.23552991065307,Fashion,1523,201867
IG0001080,25:23,Carousel,111020,1279,916,13990,1724208,2061603,650,21,774,Home Feed,6.170198626990745,Technology,1523,127205
IG0001081,25:23,Reel,148690,8453,145,3933,472394,520553,443,7,42,Explore,30.971101885879055,Food,1523,161221
IG0001082,25:23,Photo,105778,1431,4373,13278,1678856,2030898,377,16,533,Home Feed,6.148019250597518,Beauty,1523,124860
IG0001083,25:23,Reel,146597,4519,3406,7546,1806302,2118814,2010,2,357,External,7.648996089321668,Food,1523,162068
IG0001084,25:23,Video,172483,184,3759,5332,396284,559412,1481,6,701,Reels Feed,32.490901160504244,Fashion,1523,181758
IG0001085,25:23,Carousel,147623,9989,2471,9725,361280,756071,1967,3,250,Explore,22.459266391648402,Beauty,1523,169808
IG0001086,25:23,Photo,76316,509,3783,6226,883692,1362655,176,14,443,Reels Feed,6.372412679658461,Food,1523,86834
IG0001087,25:23,Carousel,62795,4873,4272,3957,1993056,2051072,881,27,36,Profile,3.7003576666250626,Travel,1523,75897
IG0001088,25:23,Photo,152083,2230,4868,1471,820242,1170430,2014,5,107,Profile,13.725895611014755,Fashion,1523,160652
IG0001089,25:23,Video,125764,2580,3047,14828,695916,1114259,156,21,714,Home Feed,13.122532553024028,Food,1523,146219
IG0001090,25:23,Photo,145349,4969,2654,7886,329051,765088,1267,14,155,Home Feed,21.024771006733868,Travel,1523,160858
IG0001091,25:23,Video,198965,1421,1311,6157,686762,904493,733,14,92,External,22.980166789571616,Travel,1523,207854
IG0001092,25:23,Reel,20412,3841,868,2847,63944,522310,21,29,548,Hashtags,5.354674427064387,Lifestyle,1523,27968
IG0001093,25:23,Video,32007,9921,4659,6503,319046,486253,1719,6,884,Explore,10.918184566470542,Fashion,1523,53090
IG0001094,25:23,Reel,120354,924,836,8524,1013253,1106999,1991,4,542,External,11.801094671268899,Travel,1523,130638
IG0001095,25:23,Photo,48266,8680,3099,13445,758884,899396,1521,1,487,Home Feed,8.171039230772651,Lifestyle,1523,73490
IG0001096,25:23,Photo,152095,5053,4018,10023,822513,1201764,316,10,819,Hashtags,14.244810129110208,Food,1523,171189
IG0001097,25:23,Reel,112528,6202,792,5202,258054,623671,1520,16,211,Profile,19.998364522320262,Fitness,1523,124724
IG0001098,25:23,Photo,89593,7119,4180,10816,1347086,1427613,1520,30,259,External,7.824809664804117,Fashion,1523,111708
IG0001099,25:23,Carousel,29375,894,4279,4836,1740246,2087075,392,21,617,Explore,1.8870428710036773,Beauty,1523,39384
IG0001100,25:23,Carousel,21094,9623,4443,1824,1959076,2030411,755,7,452,Profile,1.8215031340945258,Technology,1523,36984
IG0001101,25:23,Photo,15198,8399,2378,14028,1604224,1921847,683,18,795,Explore,2.0814872359766414,Technology,1523,40003
IG0001102,25:23,Carousel,36670,992,2106,14198,1339567,1703287,213,23,326,Hashtags,3.1683445009560924,Food,1523,53966
IG0001103,25:23,Reel,100951,2457,2346,9522,977195,1092454,1665,28,547,Home Feed,10.55202324308392,Photography,1523,115276
IG0001104,25:23,Carousel,154805,2415,2263,11069,49561,285758,1927,8,783,Hashtags,59.68406833754436,Photography,1523,170552
IG0001105,25:23,Video,23143,3689,2986,12584,997372,1392739,262,23,510,Explore,3.044504390269821,Food,1523,42402
IG0001106,25:23,Photo,181862,1152,3798,1741,399652,502085,441,21,608,Home Feed,37.553999820747485,Travel,1523,188553
IG0001107,25:23,Reel,154271,8672,2695,12694,959933,1207484,2010,6,305,Reels Feed,14.768891347628625,Fashion,1523,178332
IG0001108,25:23,Carousel,32130,2562,363,13701,295960,637038,886,25,298,Reels Feed,7.653546570220302,Technology,1523,48756
IG0001109,25:23,Video,121787,9965,3138,13621,1384392,1426702,751,23,989,Profile,10.409391730017902,Technology,1523,148511
IG0001110,25:23,Video,117955,5052,1849,11285,1931555,2232446,52,3,789,Reels Feed,6.098288603621319,Travel,1523,136141
IG0001111,25:23,Reel,40243,3261,2357,8205,541741,568047,1674,6,773,Profile,9.517874401237925,Technology,1523,54066
IG0001112,25:23,Reel,122563,3899,3909,1942,610284,1090657,952,11,125,External,12.131495052981826,Beauty,1523,132313
IG0001113,25:23,Video,129040,8213,2595,14445,1962117,2011554,840,29,462,Home Feed,7.670338454746926,Fashion,1523,154293
IG0001114,25:23,Reel,178003,3801,3140,6543,144853,306655,1571,27,958,Home Feed,62.44378862239325,Comedy,1523,191487
IG0001115,25:23,Reel,168190,7317,850,11588,1109028,1266728,256,8,328,Hashtags,14.837044732570845,Technology,1523,187945
IG0001116,25:23,Carousel,34990,4191,1654,4915,378538,811745,1538,12,583,Home Feed,5.6360063813143295,Food,1523,45750
IG0001117,25:23,Photo,151048,2145,2784,1647,1295470,1421520,2107,2,286,Reels Feed,11.08841240362429,Beauty,1523,157624
IG0001118,25:23,Reel,169070,4062,1851,5309,1322775,1512526,1381,10,183,Explore,11.919927326869093,Technology,1523,180292
IG0001119,25:23,Reel,157673,5300,2509,11645,1853880,2156454,23,30,504,Reels Feed,8.213808409546413,Beauty,1523,177127
IG0001120,25:23,Carousel,37951,2156,4628,9191,40626,421688,766,11,328,Hashtags,12.788127715277648,Lifestyle,1523,53926
IG0001121,25:23,Photo,85276,5136,3559,1787,303451,549514,311,12,779,Home Feed,17.425943652027065,Comedy,1523,95758
IG0001122,25:23,Carousel,76095,3768,3267,7510,987043,1401093,63,30,292,Profile,6.469235090033282,Music,1523,90640
IG0001123,25:23,Reel,196283,8857,282,3641,1178100,1335501,1248,23,308,Hashtags,15.654275062317438,Food,1523,209063
IG0001124,25:23,Video,72941,2606,1073,7690,916956,1062997,1300,28,331,Reels Feed,7.931348818482084,Food,1523,84310
IG0001125,25:23,Video,25384,4785,1740,3153,1453479,1611987,712,2,664,Profile,2.175079575703774,Fashion,1523,35062
IG0001126,25:23,Carousel,120203,2796,992,14181,1341562,1434585,805,19,566,Hashtags,9.631496216675902,Beauty,1523,138172
IG0001127,25:23,Video,176124,411,2814,449,1619774,1779696,1726,0,855,Home Feed,10.102736647157718,Travel,1523,179798
IG0001128,25:23,Video,67102,6297,3906,9945,1674776,2115766,1858,25,249,External,4.123801970539275,Food,1523,87250
IG0001129,25:23,Carousel,186544,8990,2606,1275,1116209,1237228,1667,23,486,External,16.11788611314972,Beauty,1523,199415
IG0001130,25:23,Video,2905,8964,4819,6521,1120480,1375543,660,11,620,Explore,1.6872609580362081,Beauty,1523,23209
IG0001131,25:23,Photo,55771,9021,2609,14470,1965670,2290546,603,9,652,Hashtags,3.5743006252657668,Fitness,1523,81871
IG0001132,25:23,Carousel,168825,3695,463,14083,1059755,1397739,997,3,77,Explore,13.383471449247677,Fitness,1523,187066
IG0001133,25:23,Video,168650,658,30,7493,1041861,1402452,2084,15,721,Profile,12.608702472526689,Music,1523,176831
IG0001134,25:23,Photo,122458,4936,1851,2944,590480,918570,408,14,37,Profile,14.390737777197165,Lifestyle,1523,132189
IG0001135,25:23,Carousel,144449,6770,1617,2548,1536383,1668545,636,11,65,Home Feed,9.312544762053165,Music,1523,155384
IG0001136,25:23,Photo,141839,9278,1633,2415,74978,427106,2142,29,70,External,36.329388957308026,Technology,1523,155165
IG0001137,25:23,Photo,171100,5756,864,4932,1085119,1190755,1208,11,721,Explore,15.339175565082657,Travel,1523,182652
IG0001138,25:23,Video,178441,1994,1214,3669,1535456,1579555,682,3,404,Reels Feed,11.732291689748061,Technology,1523,185318
IG0001139,25:23,Video,17442,4978,3895,10580,1178609,1510528,1916,7,468,Explore,2.4425234090331327,Photography,1523,36895
IG0001140,25:23,Reel,143337,3151,4774,5295,1580703,2009449,1017,12,691,Hashtags,7.791041225729043,Technology,1523,156557
IG0001141,25:23,Photo,136053,3086,3477,10138,676261,1098206,1042,11,364,Home Feed,13.909412259630708,Fashion,1523,152754
IG0001142,25:23,Carousel,177267,5522,3441,8474,1503007,1633308,1311,29,200,Reels Feed,11.92083795585401,Technology,1523,194704
IG0001143,25:23,Video,181852,2149,523,11090,1911119,2395214,1239,22,940,External,8.166869432125898,Music,1523,195614
IG0001144,25:23,Video,63407,8497,810,3852,1546401,1922185,513,14,349,Home Feed,3.9832794450065943,Food,1523,76566
IG0001145,25:23,Carousel,95292,8543,1248,5322,1767928,1781047,338,14,762,Hashtags,6.198881893627737,Food,1523,110405
IG0001146,25:23,Carousel,166458,2787,4823,7182,769169,885692,1775,29,860,Explore,20.464224583715332,Fitness,1523,181250
IG0001147,25:23,Reel,127049,2048,4118,2914,1897358,2041670,1428,2,429,External,6.667531971376374,Travel,1523,136129
IG0001148,25:23,Photo,53,7624,2278,12801,1997641,2471218,69,0,374,External,0.9208414636021589,Travel,1523,22756
IG0001149,25:23,Video,37075,4639,3323,4082,865989,924409,1999,13,780,Reels Feed,5.313557094316477,Fashion,1523,49119
IG0001150,25:23,Reel,165901,8125,4715,3599,1194893,1558950,1115,2,987,Home Feed,11.696334071009334,Music,1523,182340
IG0001151,25:23,Video,160102,9443,4297,8300,393421,766093,1413,23,368,External,23.775442407122895,Fitness,1523,182142
IG0001152,25:23,Video,48404,6619,3211,10745,1278925,1517923,885,17,193,Profile,4.5443016542999874,Photography,1523,68979
IG0001153,25:23,Reel,163331,9560,2465,13347,1198607,1519053,1198,9,337,Reels Feed,12.422410541304352,Travel,1523,188703
IG0001154,25:23,Photo,12994,3190,4482,8700,1815918,1885007,635,23,397,Profile,1.557872198883081,Food,1523,29366
IG0001155,25:23,Reel,3369,3323,3125,5471,1940557,2029550,1531,26,613,Hashtags,0.7532704294055332,Technology,1523,15288
IG0001156,25:23,Video,35537,8607,4238,6151,1010986,1330634,1773,24,465,Explore,4.098271951565946,Technology,1523,54533
IG0001157,25:23,Carousel,150349,8954,766,8216,326180,592192,1574,19,853,External,28.417303847400845,Fitness,1523,168285
IG0001158,25:23,Video,74772,8303,3446,7021,1054316,1364506,489,15,379,Explore,6.8553747656661095,Music,1523,93542
IG0001159,25:23,Reel,121108,707,37,7262,709596,713048,140,1,32,Explore,18.107336392500926,Music,1523,129114
IG0001160,25:23,Reel,134611,326,3507,13782,1730559,2175569,226,11,955,External,6.997066054903338,Lifestyle,1523,152226
IG0001161,25:23,Carousel,25618,9434,1035,9892,1354300,1567626,1314,2,176,Explore,2.933033772085944,Comedy,1523,45979
IG0001162,25:23,Reel,196067,2943,4479,8740,579003,1057140,1527,4,325,External,20.07577047505534,Travel,1523,212229
IG0001163,25:23,Reel,122384,3146,4089,8010,650901,882742,391,23,376,Home Feed,15.59107870702878,Music,1523,137629
IG0001164,25:23,Video,89490,5717,483,1773,155703,179389,1829,6,538,Profile,54.33053308731305,Food,1523,97463
IG0001165,25:23,Carousel,161307,975,4164,2700,896792,1220206,1114,11,918,Profile,13.862085582270534,Fitness,1523,169146
IG0001166,25:23,Photo,180551,1557,50,13476,199180,694968,1369,0,551,Hashtags,28.150073096890793,Photography,1523,195634
IG0001167,25:23,Photo,15093,5912,2079,8150,229783,267314,721,4,123,Reels Feed,11.684386152614529,Lifestyle,1523,31234
IG0001168,25:23,Video,35816,8269,1698,9336,1266674,1379871,776,8,959,Explore,3.994503834054053,Beauty,1523,55119
IG0001169,25:23,Photo,81329,4361,4663,7229,1166013,1322388,35,6,608,Reels Feed,7.379226066782215,Fashion,1523,97582
IG0001170,25:23,Carousel,196359,324,1330,10437,524344,907986,2026,3,461,Profile,22.957402426909663,Photography,1523,208450
IG0001171,25:23,Carousel,120679,2019,167,8661,564561,881548,2139,12,2,Hashtags,14.919890919155849,Beauty,1523,131526
IG0001172,25:23,Carousel,165513,6195,2621,2393,949400,1235575,1878,18,95,Explore,14.302814479088683,Technology,1523,176722
IG0001173,25:23,Video,156432,4446,3516,7149,1837682,1902661,1631,25,433,Profile,9.015951869513277,Fashion,1523,171543
IG0001174,25:23,Video,68737,7158,1092,571,591858,959544,514,29,729,Home Feed,8.08279766222289,Travel,1523,77558
IG0001175,25:23,Reel,57017,7794,4204,9636,1653523,1749788,538,16,372,Hashtags,4.494887380642684,Food,1523,78651
IG0001176,25:23,Carousel,147291,2639,4174,8550,828900,1123351,1100,21,661,Explore,14.479356852844747,Fashion,1523,162654
IG0001177,25:23,Carousel,15514,9844,1427,3395,1668550,2140295,1210,4,383,Home Feed,1.410085992818747,Comedy,1523,30180
IG0001178,25:23,Reel,23218,6562,3813,10025,1281186,1334283,56,3,452,Explore,3.269021639337382,Beauty,1523,43618
IG0001179,25:23,Reel,76697,3546,2639,5940,1360966,1478526,2193,3,108,Hashtags,6.007469601481476,Travel,1523,88822
IG0001180,25:23,Photo,153447,726,2269,14008,501791,882365,1356,30,536,Explore,19.317402662163616,Comedy,1523,170450
IG0001181,25:23,Photo,92212,978,4824,1049,1647570,2016010,314,13,497,Hashtags,4.913814911632382,Technology,1523,99063
IG0001182,25:23,Video,182767,3484,1423,266,690465,1118401,491,13,427,Profile,16.80434835090455,Comedy,1523,187940
IG0001183,25:23,Photo,117641,4072,2970,3080,758010,928662,1297,30,969,Home Feed,13.75775039788427,Lifestyle,1523,127763
