post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0001630,25:23.0,Photo,58941,7749,2205,278,1419271,1529050,229,0,42,Home Feed,4.52,Photography
IG0001631,25:23.0,Carousel,139530,2919,4087,3405,605311,967621,78,11,340,Explore,15.5,Technology
IG0001632,25:23.0,Reel,88725,2722,1487,14971,321075,666362,259,0,752,External,16.19,Fashion
IG0001633,25:23.0,Video,81444,8478,4122,1727,1259638,1477720,493,1,142,Explore,6.48,Beauty
IG0001634,25:23.0,Reel,66740,5301,4472,9753,1325708,1400905,488,16,986,Home Feed,6.16,Food
IG0001635,25:23.0,Carousel,187548,1079,4903,4256,111422,509771,1423,13,394,Profile,38.8,Lifestyle
IG0001636,25:23.0,Reel,57154,6863,3507,11036,181339,445896,2043,23,674,Explore,17.62,Comedy
IG0001637,25:23.0,Reel,88931,646,1568,5331,42753,220124,1248,28,952,Home Feed,43.83,Lifestyle
IG0001638,25:23.0,Reel,63383,800,866,11655,1143115,1182609,1359,15,274,Profile,6.49,Comedy
IG0001639,25:23.0,Video,6582,2717,4022,1208,972730,1024220,714,9,448,External,1.42,Technology
IG0001640,25:23.0,Carousel,53427,3402,4925,677,912277,947256,1240,3,0,Explore,6.59,Comedy
IG0001641,25:23.0,Video,161362,9051,302,13444,775243,984864,438,20,998,Profile,18.7,Travel
IG0001642,25:23.0,Carousel,164568,2097,1168,7741,36286,87520,789,3,282,External,200.61,Beauty
IG0001643,25:23.0,Photo,105440,8932,1939,4520,807167,1196034,1900,18,345,Explore,10.1,Beauty
IG0001644,25:23.0,Carousel,16461,9593,2579,10455,657069,1098698,1504,26,459,Profile,3.56,Travel
IG0001645,25:23.0,Reel,112954,5711,2890,68,1760627,2256727,958,16,511,Hashtags,5.39,Fitness
IG0001646,25:23.0,Video,77681,2645,5000,144,484848,910629,1254,10,795,Profile,9.39,Technology
IG0001647,25:23.0,Photo,1959,9874,3434,4980,347919,530305,2041,12,907,External,3.82,Fitness
IG0001648,25:23.0,Carousel,95089,8944,4253,2887,925857,1321361,846,11,856,Profile,8.41,Fitness
IG0001649,25:23.0,Carousel,190400,3679,2441,5789,1148458,1533859,1268,4,859,Hashtags,13.19,Lifestyle
IG0001650,25:23.0,Video,126267,459,4002,9652,958012,1330734,1051,22,784,Explore,10.55,Photography
IG0001651,25:23.0,Video,24711,4828,3470,4516,1949179,1998572,1746,23,493,Explore,1.88,Lifestyle
IG0001652,25:23.0,Carousel,55828,9442,4189,14359,146016,489385,720,21,283,Profile,17.13,Photography
IG0001653,25:23.0,Reel,141913,4911,2569,10629,543441,971475,1150,24,58,Profile,16.47,Food
IG0001654,25:23.0,Video,154619,9910,1550,10541,1944665,2336707,950,21,183,Profile,7.56,Comedy
IG0001655,25:23.0,Photo,35017,6794,4681,11078,624849,829275,1489,25,957,Explore,6.94,Photography
IG0001656,25:23.0,Reel,155224,4256,112,8847,489108,676948,1882,17,337,Hashtags,24.88,Travel
IG0001657,25:23.0,Carousel,145723,5471,1579,5036,1164028,1320964,583,20,832,Profile,11.95,Lifestyle
IG0001658,25:23.0,Carousel,166627,1096,23,4744,1317047,1707463,978,25,102,Profile,10.1,Technology
IG0001659,25:23.0,Video,130674,2360,1909,560,1100599,1561485,1633,23,437,Hashtags,8.68,Comedy
IG0001660,25:23.0,Video,27451,3396,4688,14753,301943,762445,529,19,556,Profile,6.6,Food
IG0001661,25:23.0,Photo,161235,9458,2034,212,1003078,1454074,16,9,94,Explore,11.89,Photography
IG0001662,25:23.0,Photo,165771,8406,2599,3349,20709,377865,1632,25,262,Home Feed,47.67,Food
IG0001663,25:23.0,Video,93701,5343,2178,9048,26867,199931,1619,12,30,Explore,55.15,Technology
IG0001664,25:23.0,Photo,28060,9968,4433,4330,608625,936862,1319,29,266,Reels Feed,4.99,Fitness
IG0001665,25:23.0,Carousel,55469,9633,2075,3963,749459,749464,1145,12,31,Hashtags,9.49,Beauty
IG0001666,25:23.0,Photo,91607,6326,3447,10398,806413,889102,840,20,930,Explore,12.57,Technology
IG0001667,25:23.0,Photo,48225,16,2167,4181,1718521,2139687,1607,30,835,Profile,2.55,Music
IG0001668,25:23.0,Video,118689,4569,1538,801,1307002,1524502,645,30,586,Profile,8.24,Technology
IG0001669,25:23.0,Video,36475,2477,4097,12693,1338021,1446757,1948,30,40,Profile,3.85,Food
IG0001670,25:23.0,Video,95761,958,3838,12426,613787,640396,1086,9,820,Hashtags,17.64,Travel
IG0001671,25:23.0,Reel,100301,7844,820,675,563412,718260,773,10,774,External,15.26,Lifestyle
IG0001672,25:23.0,Photo,179899,3512,487,1,1887985,2362234,765,10,23,Profile,7.78,Travel
IG0001673,25:23.0,Video,195820,9030,200,13650,1634468,2036278,187,0,409,External,10.74,Food
IG0001674,25:23.0,Carousel,63499,4221,2902,14106,1886226,2204269,703,20,273,External,3.84,Lifestyle
IG0001675,25:23.0,Reel,187665,8138,1433,2011,1235825,1523488,673,8,302,Profile,13.08,Music
IG0001676,25:23.0,Reel,96771,600,4309,10568,1810362,1890350,1984,6,151,Hashtags,5.94,Beauty
IG0001677,25:23.0,Video,17471,2902,3701,14835,913777,1166165,1334,27,161,External,3.34,Comedy
IG0001678,25:23.0,Photo,118499,4983,4565,1019,683598,819900,879,28,770,External,15.74,Food
IG0001679,25:23.0,Photo,22863,5571,3428,11306,1310945,1594967,2056,15,710,Profile,2.71,Photography
IG0001680,25:23.0,Carousel,38399,5162,3483,806,1223663,1280478,19,24,629,External,3.74,Food
IG0001681,25:23.0,Video,24192,9398,1266,3591,1208914,1352195,1070,19,227,Reels Feed,2.84,Food
IG0001682,25:23.0,Reel,41749,6565,3057,2474,1714158,1936727,911,29,246,External,2.78,Lifestyle
IG0001683,25:23.0,Video,195875,9176,3373,5235,1288194,1532214,209,23,825,Explore,13.94,Fashion
IG0001684,25:23.0,Video,10269,3379,1350,10181,1771317,2069963,420,16,26,Reels Feed,1.22,Technology
IG0001685,25:23.0,Video,161682,4159,578,7690,1277320,1572152,1350,13,783,Profile,11.07,Fashion
IG0001686,25:23.0,Carousel,101776,6261,4225,85,1815343,1841371,1007,0,81,External,6.1,Music
IG0001687,25:23.0,Carousel,152909,371,3927,4820,1635400,1813904,456,1,823,Home Feed,8.93,Photography
IG0001688,25:23.0,Photo,65143,7342,437,2275,1965340,2275036,1692,8,882,Profile,3.31,Beauty
IG0001689,25:23.0,Reel,138300,4216,1239,577,336243,768525,301,15,480,Home Feed,18.78,Fitness
IG0001690,25:23.0,Reel,56708,3806,4690,305,287578,528928,655,2,614,Reels Feed,12.39,Music
IG0001691,25:23.0,Carousel,69071,8030,4737,8964,456201,558731,809,27,76,Home Feed,16.25,Fitness
IG0001692,25:23.0,Video,124754,676,4300,14992,1131780,1622374,77,2,222,Hashtags,8.92,Fitness
IG0001693,25:23.0,Photo,198089,1967,50,5980,452059,641256,1964,14,22,Reels Feed,32.14,Beauty
IG0001694,25:23.0,Video,120308,3395,4630,1961,157125,255205,2183,22,559,Explore,51.05,Travel
IG0001695,25:23.0,Video,99796,14,942,4385,107795,297104,1723,1,204,External,35.39,Fashion
IG0001696,25:23.0,Carousel,61314,9944,3935,13699,181946,271679,2098,22,494,External,32.72,Food
IG0001697,25:23.0,Photo,15247,7957,4701,14547,54516,416689,2149,30,758,Reels Feed,10.19,Comedy
IG0001698,25:23.0,Reel,66131,2789,2410,6048,1090867,1561926,1956,25,178,Explore,4.95,Fitness
IG0001699,25:23.0,Reel,85031,1025,4523,12676,736735,1023420,2051,12,528,Home Feed,10.09,Photography
IG0001700,25:23.0,Reel,25438,3869,192,11647,952976,1333829,1354,6,197,Home Feed,3.08,Music
IG0001701,25:23.0,Carousel,105395,8848,2528,353,319866,452913,1612,28,766,Home Feed,25.86,Travel
IG0001702,25:23.0,Video,88074,2239,1823,7638,1151191,1542398,523,9,514,Profile,6.47,Fitness
IG0001703,25:23.0,Reel,8228,1813,2795,70,1032318,1264145,1041,4,409,Profile,1.02,Travel
IG0001704,25:23.0,Carousel,101969,4509,2074,11309,1693269,1749459,1562,22,816,Home Feed,6.85,Travel
IG0001705,25:23.0,Reel,24999,3811,2273,4800,465459,864442,591,28,928,Profile,4.15,Fitness
IG0001706,25:23.0,Video,91983,799,2367,11662,1862978,1959385,934,29,452,Explore,5.45,Lifestyle
IG0001707,25:23.0,Photo,153560,3793,1504,13795,1746625,2128772,383,23,663,Home Feed,8.11,Technology
IG0001708,25:23.0,Reel,97648,8540,94,1635,1052165,1313001,1153,7,236,Profile,8.22,Photography
IG0001709,25:23.0,Reel,167068,4207,3731,13477,914010,1358401,994,25,63,Explore,13.88,Food
IG0001710,25:23.0,Photo,4884,9785,2641,13121,628734,885484,1147,21,580,Profile,3.44,Food
IG0001711,25:23.0,Photo,25574,7409,4513,7297,424622,688979,741,30,76,Hashtags,6.5,Photography
IG0001712,25:23.0,Video,126472,1066,1865,13,391899,567827,1514,15,694,External,22.79,Lifestyle
IG0001713,25:23.0,Video,72074,2799,4392,1475,1564719,2052666,955,19,685,Reels Feed,3.93,Food
IG0001714,25:23.0,Reel,86747,1380,4395,568,870969,962436,1522,7,615,Explore,9.67,Travel
IG0001715,25:23.0,Photo,47050,645,4494,11569,1543505,1696871,864,28,133,Hashtags,3.76,Beauty
IG0001716,25:23.0,Photo,177184,1451,4354,8110,1337699,1635667,1017,19,914,Profile,11.68,Music
IG0001717,25:23.0,Photo,191440,790,3727,1842,1757458,1948784,2179,26,14,Explore,10.15,Fashion
IG0001718,25:23.0,Video,31040,8938,2564,3896,855448,1285433,1976,13,821,Profile,3.61,Food
IG0001719,25:23.0,Video,181284,1146,3374,3241,418922,608744,661,15,346,Explore,31.05,Photography
IG0001720,25:23.0,Video,33744,3454,104,13129,154348,273783,843,8,817,Explore,18.42,Beauty
IG0001721,25:23.0,Video,87116,2799,2995,543,80667,105661,1568,12,575,Hashtags,88.45,Fitness
IG0001722,25:23.0,Reel,161560,363,2390,7835,1877541,2229167,1601,25,945,Home Feed,7.72,Technology
IG0001723,25:23.0,Reel,65835,932,1275,6931,1543948,1780172,247,5,623,Explore,4.21,Photography
IG0001724,25:23.0,Photo,155470,4846,4261,9025,1262628,1559919,503,16,737,Home Feed,11.13,Travel
IG0001725,25:23.0,Photo,46665,9174,1525,14924,1523751,1981079,1340,30,505,Hashtags,3.65,Technology
IG0001726,25:23.0,Photo,37126,6204,4675,10335,791489,1160674,239,12,693,Home Feed,5.03,Music
IG0001727,25:23.0,Video,71681,4838,2585,3362,840281,1118907,729,23,228,Explore,7.37,Music
IG0001728,25:23.0,Carousel,137337,2310,4349,3521,824711,917419,91,8,761,Reels Feed,16.08,Lifestyle
IG0001729,25:23.0,Photo,9467,9036,2220,4068,316942,420347,1692,28,458,Explore,5.9,Comedy
IG0001730,25:23.0,Photo,169338,8275,1153,1327,269598,733137,918,27,430,Hashtags,24.56,Lifestyle
IG0001731,25:23.0,Carousel,21851,8552,4433,2458,449698,451228,386,21,291,Hashtags,8.27,Beauty
IG0001732,25:23.0,Video,143793,6279,2748,2653,1769830,2261822,815,8,275,Profile,6.87,Technology
IG0001733,25:23.0,Carousel,42162,3803,3614,2615,1950731,2263419,2150,15,807,Profile,2.31,Comedy
IG0001734,25:23.0,Photo,84566,7127,452,14238,1540008,1886379,816,21,464,Hashtags,5.64,Fitness
IG0001735,25:23.0,Carousel,113934,3485,4213,10324,441890,762711,901,24,701,Explore,17.3,Travel
IG0001736,25:23.0,Photo,160918,6754,757,1319,1821821,1889076,1813,20,675,Profile,8.99,Technology
IG0001737,25:23.0,Carousel,49327,8683,4097,9422,1826242,2285406,1374,12,469,Home Feed,3.13,Lifestyle
IG0001738,25:23.0,Photo,50239,3850,2384,533,224193,316210,183,2,39,External,18.03,Fashion
IG0001739,25:23.0,Video,103784,6954,4614,1093,1084400,1399663,1854,25,229,Reels Feed,8.32,Comedy
IG0001740,25:23.0,Carousel,175003,4064,230,1589,1411142,1779556,69,2,754,Hashtags,10.16,Comedy
IG0001741,25:23.0,Reel,57142,4888,4131,7355,610069,614679,823,17,212,External,11.96,Travel
IG0001742,25:23.0,Photo,91515,1499,3828,110,1971978,2303574,1329,24,353,External,4.21,Food
IG0001743,25:23.0,Photo,32438,3753,3908,4204,1239880,1602726,1706,0,875,Reels Feed,2.76,Music
IG0001744,25:23.0,Reel,120699,1459,2886,5484,1990426,2355516,281,11,354,Explore,5.54,Music
IG0001745,25:23.0,Video,146978,6755,3282,1230,76618,289227,338,0,911,Profile,54.71,Fashion
IG0001746,25:23.0,Carousel,85496,4986,792,8161,502200,539197,1329,26,713,Hashtags,18.44,Beauty
IG0001747,25:23.0,Photo,83449,6556,537,12489,812055,1043439,535,10,883,Explore,9.87,Beauty
IG0001748,25:23.0,Reel,103540,5434,897,9932,834559,1141573,1004,20,362,Explore,10.49,Fitness
IG0001749,25:23.0,Reel,197311,5181,4056,3239,459543,464079,1894,24,443,Explore,45.21,Technology
IG0001750,25:23.0,Reel,111352,6669,4261,4355,49485,68148,1339,19,632,Home Feed,185.83,Photography
IG0001751,25:23.0,Reel,161999,9188,4969,14532,2941,319712,146,0,395,Home Feed,59.64,Food
IG0001752,25:23.0,Photo,86385,2036,3951,7854,353073,510596,996,9,126,Explore,19.63,Lifestyle
IG0001753,25:23.0,Reel,176817,8547,1656,4798,1331914,1571716,2120,10,214,Explore,12.2,Photography
IG0001754,25:23.0,Carousel,187416,7473,655,8438,184464,408055,810,6,168,Reels Feed,49.99,Photography
IG0001755,25:23.0,Carousel,127256,8074,195,9749,1129936,1397971,431,27,486,Explore,10.39,Comedy
IG0001756,25:23.0,Reel,33241,6497,3154,6337,710974,1171354,2072,7,971,External,4.2,Fashion
IG0001757,25:23.0,Photo,30696,6271,3293,6849,639652,920693,784,15,391,Reels Feed,5.12,Music
IG0001758,25:23.0,Photo,107814,2150,3829,2705,1466068,1893148,1107,22,846,Reels Feed,6.15,Fitness
IG0001759,25:23.0,Photo,57300,6803,319,651,798658,1141402,773,0,780,Hashtags,5.7,Beauty
IG0001760,25:23.0,Reel,67326,9140,55,4876,198773,327300,1543,7,423,Explore,24.87,Fashion
IG0001761,25:23.0,Reel,194154,7710,4122,13093,307499,662316,725,28,507,Reels Feed,33.08,Comedy
IG0001762,25:23.0,Carousel,111436,3993,1193,372,784307,1280392,1568,10,494,External,9.14,Lifestyle
IG0001763,25:23.0,Photo,183012,1931,1487,9537,1464731,1502703,1511,14,404,Profile,13.04,Fitness
IG0001764,25:23.0,Video,91509,4281,4937,6341,913456,1235915,1278,2,563,Reels Feed,8.66,Comedy
IG0001765,25:23.0,Carousel,175953,9460,4936,8963,1252270,1373464,577,15,798,Home Feed,14.51,Music
IG0001766,25:23.0,Carousel,129138,5201,1415,7650,680844,863666,1910,9,366,Explore,16.6,Music
IG0001767,25:23.0,Photo,38004,340,1392,6276,1019671,1029188,1216,30,519,Home Feed,4.47,Music
IG0001768,25:23.0,Reel,158112,8669,688,2358,803446,1212786,1989,1,256,Hashtags,14,Fashion
IG0001769,25:23.0,Photo,2509,9389,3171,8660,919343,1239010,442,13,844,External,1.92,Fashion
IG0001770,25:23.0,Reel,65581,9922,3885,14068,107845,306760,855,19,320,Explore,30.47,Beauty
IG0001771,25:23.0,Photo,44963,2391,2017,9268,1605349,1875372,2159,8,844,Home Feed,3.13,Beauty
IG0001772,25:23.0,Photo,166649,3624,3756,6797,1464499,1876249,1655,29,63,Profile,9.64,Lifestyle
IG0001773,25:23.0,Reel,113296,6104,2768,7639,1033383,1379073,1153,3,12,Reels Feed,9.41,Fitness
IG0001774,25:23.0,Video,104915,7384,4705,2861,1677866,1701649,786,4,162,Home Feed,7.04,Travel
IG0001775,25:23.0,Photo,90527,5854,1403,11664,163296,314267,1086,26,738,External,34.83,Travel
IG0001776,25:23.0,Video,81830,133,4766,14035,1100272,1190334,1656,26,277,Home Feed,8.47,Comedy
IG0001777,25:23.0,Reel,79327,561,2470,4354,810867,1309234,667,7,557,External,6.62,Music
IG0001778,25:23.0,Video,61802,3663,4296,13282,791980,1288450,903,2,468,Explore,6.45,Fitness
IG0001779,25:23.0,Reel,45998,8549,2107,14580,1704997,2059378,678,10,260,Reels Feed,3.46,Photography
IG0001780,25:23.0,Carousel,133356,4783,3960,11334,1744458,1914688,204,16,560,Explore,8.01,Fashion
IG0001781,25:23.0,Photo,48882,1314,2185,11008,1960245,2371975,2018,1,606,Home Feed,2.67,Technology
IG0001782,25:23.0,Reel,169754,7512,2114,7281,353950,690851,586,19,331,Hashtags,27.02,Food
IG0001783,25:23.0,Video,49293,1991,4400,877,923123,1250717,1988,2,519,Explore,4.52,Lifestyle
IG0001784,25:23.0,Video,125666,992,1050,10677,213140,629567,1387,25,135,Home Feed,21.98,Music
IG0001785,25:23.0,Reel,96307,5747,1733,7600,834476,1153465,1988,26,326,Profile,9.66,Music
IG0001786,25:23.0,Reel,121070,8576,2083,3313,1478034,1555441,1202,16,995,Home Feed,8.68,Music
IG0001787,25:23.0,Video,128228,7888,4997,5532,1679761,1691335,194,16,705,Home Feed,8.67,Fashion
IG0001788,25:23.0,Reel,118483,1710,2607,6281,1464044,1946784,1706,28,367,Profile,6.63,Fashion
IG0001789,25:23.0,Carousel,7044,1640,2377,14003,1920867,1956399,1603,4,759,Reels Feed,1.28,Food
IG0001790,25:23.0,Reel,42537,7275,4888,6834,489814,955119,1393,18,941,Hashtags,6.44,Photography
IG0001791,25:23.0,Video,117209,1711,4744,4219,1557432,1802386,2127,21,915,External,7.1,Fitness
IG0001792,25:23.0,Reel,48523,7769,4949,7360,590541,984993,1027,18,848,Hashtags,6.96,Music
IG0001793,25:23.0,Video,172472,3986,4397,11692,1490910,1775228,1685,2,527,Hashtags,10.85,Travel
IG0001794,25:23.0,Reel,116073,4243,1286,14729,293156,479478,972,28,382,Explore,28.43,Beauty
IG0001795,25:23.0,Carousel,23984,3131,2441,11162,1386169,1878065,2120,6,238,Profile,2.17,Travel
IG0001796,25:23.0,Carousel,26835,4460,1625,6498,1270503,1735250,240,27,364,Explore,2.27,Comedy
IG0001797,25:23.0,Reel,2677,9548,3416,9041,460543,770298,365,8,141,Profile,3.2,Travel
IG0001798,25:23.0,Photo,101931,6707,1091,12284,1954091,2103146,901,2,39,Home Feed,5.8,Comedy
IG0001799,25:23.0,Reel,170175,7817,2778,993,833513,1176420,1870,13,8,External,15.45,Technology
IG0001800,25:23.0,Carousel,27727,2423,1795,11221,1391501,1432123,479,2,867,Profile,3.01,Beauty
IG0001801,25:23.0,Reel,182983,4094,4770,10016,1867820,2312591,1811,22,418,Profile,8.73,Travel
IG0001802,25:23.0,Video,91487,1254,2125,11101,93038,119553,800,3,34,Home Feed,88.64,Technology
IG0001803,25:23.0,Video,178727,3367,4022,129,453564,682357,1141,27,252,Explore,27.29,Lifestyle
IG0001804,25:23.0,Carousel,44919,2669,3138,6289,1076655,1520800,1158,6,531,Profile,3.75,Fitness
IG0001805,25:23.0,Reel,166956,2324,13,9552,1276822,1454476,874,3,55,Profile,12.3,Technology
IG0001806,25:23.0,Carousel,114161,8997,4480,4790,4071,269748,703,17,809,Profile,49.09,Fitness
IG0001807,25:23.0,Video,193339,7085,2218,13157,856783,908306,1652,27,842,Home Feed,23.76,Travel
IG0001808,25:23.0,Video,136660,4901,1535,3806,338633,479019,2117,2,839,Reels Feed,30.67,Photography
IG0001809,25:23.0,Video,25442,3302,489,297,1596457,1865990,1978,24,47,Hashtags,1.58,Technology
IG0001810,25:23.0,Photo,174940,8959,2411,14008,1546655,1895831,1116,28,520,Home Feed,10.57,Beauty
IG0001811,25:23.0,Reel,20414,1420,4284,10113,621270,752707,558,24,696,Hashtags,4.81,Travel
IG0001812,25:23.0,Reel,187848,754,2904,265,1824482,1941796,158,13,143,Hashtags,9.88,Music
IG0001813,25:23.0,Photo,21392,6403,4928,7052,1570784,1807498,829,5,13,Home Feed,2.2,Fashion
IG0001814,25:23.0,Reel,24546,4353,567,4325,1671457,1982777,1129,6,989,Reels Feed,1.7,Technology
IG0001815,25:23.0,Carousel,69367,1448,2647,11560,1678818,1979368,2065,12,187,Profile,4.3,Beauty
IG0001816,25:23.0,Photo,25515,3951,1766,6793,970199,1378322,298,16,74,Explore,2.76,Lifestyle
IG0001817,25:23.0,Carousel,50026,4702,1871,2349,20741,311542,2121,24,564,Home Feed,18.92,Music
IG0001818,25:23.0,Carousel,191082,8370,2974,9362,1127226,1192984,2104,25,69,Profile,17.75,Lifestyle
IG0001819,25:23.0,Carousel,67653,3128,3291,2662,723191,913127,1306,10,190,Explore,8.4,Travel
IG0001820,25:23.0,Reel,47734,3994,811,6232,535836,1035009,1025,10,166,External,5.68,Fashion
IG0001821,25:23.0,Video,133421,3875,2806,7480,1197489,1681396,617,10,870,Explore,8.78,Technology
IG0001822,25:23.0,Carousel,174756,7331,4235,1459,961042,1351876,1070,16,56,Reels Feed,13.89,Technology
IG0001823,25:23.0,Reel,172253,7460,2161,8390,772997,857174,1901,11,997,Hashtags,22.2,Photography
IG0001824,25:23.0,Carousel,5973,5330,4944,674,1825323,1954511,240,10,793,Hashtags,0.87,Photography
IG0001825,25:23.0,Video,9202,5310,516,2217,1148227,1601668,949,12,854,Explore,1.08,Travel
IG0001826,25:23.0,Photo,175069,1198,1596,10911,1164318,1503116,1433,1,309,External,12.56,Travel
IG0001827,25:23.0,Video,119252,6369,2717,12268,640248,751407,504,15,7,External,18.71,Fashion
IG0001828,25:23.0,Video,89928,7085,1511,3250,1522397,2020624,743,4,569,Explore,5.04,Photography
IG0001829,25:23.0,Reel,136702,981,1522,4534,1659021,1801515,1299,27,279,Home Feed,7.98,Beauty
IG0001830,25:23.0,Carousel,59659,4003,1136,9580,1080714,1274868,1453,12,702,Home Feed,5.83,Beauty
IG0001831,25:23.0,Reel,74578,4115,3969,8411,39249,346851,649,1,711,Hashtags,26.26,Fashion
IG0001832,25:23.0,Video,124667,6959,2656,14986,1433478,1693683,333,12,730,Home Feed,8.81,Beauty
IG0001833,25:23.0,Photo,186469,5658,23,2631,1234972,1671799,1001,2,509,Explore,11.65,Comedy
IG0001834,25:23.0,Reel,55231,9655,998,5327,1682685,1917271,1932,7,280,Explore,3.71,Fitness
IG0001835,25:23.0,Reel,141480,5843,4156,5104,730399,808246,2077,8,349,Profile,19.37,Fashion
IG0001836,25:23.0,Carousel,115770,5205,1990,12853,346528,799029,79,28,3,Reels Feed,17,Fashion
IG0001837,25:23.0,Photo,30325,5339,502,14246,986531,1028201,1716,19,163,Reels Feed,4.9,Food
IG0001838,25:23.0,Video,93194,5905,4690,997,229781,312531,1967,4,839,Home Feed,33.53,Music
IG0001839,25:23.0,Photo,6420,49,4885,4342,293180,634125,1204,16,326,Home Feed,2.48,Music
IG0001840,25:23.0,Photo,157761,5391,659,7338,1661313,2099142,524,26,252,External,8.15,Comedy
IG0001841,25:23.0,Carousel,186933,6474,4760,7424,1597759,1794876,686,1,460,Hashtags,11.45,Photography
IG0001842,25:23.0,Video,51125,9497,645,13505,1719165,1973569,148,7,211,Explore,3.79,Travel
IG0001843,25:23.0,Photo,75359,492,1284,12541,531261,758146,1941,3,229,Profile,11.83,Travel
IG0001844,25:23.0,Photo,66098,6960,4832,5827,1136361,1261157,1577,10,556,External,6.64,Lifestyle
IG0001845,25:23.0,Reel,96406,8532,1746,6541,1719874,1754122,1862,13,988,Profile,6.45,Comedy
IG0001846,25:23.0,Carousel,49617,6247,309,7311,945216,1159398,865,9,618,Profile,5.48,Fashion
IG0001847,25:23.0,Reel,66274,9017,1099,8635,1761048,1936727,242,26,176,Profile,4.39,Comedy
IG0001848,25:23.0,Reel,45125,4452,4145,10730,1746023,1991570,172,15,854,Reels Feed,3.24,Comedy
IG0001849,25:23.0,Photo,46954,4411,1847,3029,43347,80709,1389,27,144,External,69.68,Comedy
IG0001850,25:23.0,Carousel,137049,2024,105,3345,1477754,1499212,532,8,28,Reels Feed,9.51,Music
IG0001851,25:23.0,Reel,48936,1644,4035,5327,1562435,1945835,1883,14,47,Explore,3.08,Comedy
IG0001852,25:23.0,Reel,74942,6810,1564,13899,1208704,1690445,260,13,750,Profile,5.75,Fitness
IG0001853,25:23.0,Reel,81194,8487,864,12737,887661,1362496,1671,0,126,External,7.58,Travel
IG0001854,25:23.0,Video,174347,4818,2138,12805,1412912,1652433,1922,30,100,Profile,11.75,Lifestyle
IG0001855,25:23.0,Carousel,135804,1146,1497,11689,1043374,1320371,503,8,634,Reels Feed,11.37,Fitness
IG0001856,25:23.0,Photo,107091,8730,2602,4003,1940931,2393756,436,30,251,Reels Feed,5.11,Lifestyle
IG0001857,25:23.0,Video,54284,1970,4770,5924,1697821,1938930,291,13,244,Home Feed,3.45,Food
IG0001858,25:23.0,Reel,198212,8130,1045,5226,730716,1076696,1845,18,866,Home Feed,19.75,Lifestyle
IG0001859,25:23.0,Carousel,23200,5769,1416,11388,762607,960769,782,7,246,Profile,4.35,Travel
IG0001860,25:23.0,Photo,144476,1434,2148,5819,300169,711355,457,11,583,Home Feed,21.63,Travel
IG0001861,25:23.0,Reel,77790,6955,4936,6082,1530873,1804274,1660,13,964,Explore,5.31,Comedy
IG0001862,25:23.0,Carousel,175869,2794,3904,13832,1102659,1214450,2100,4,690,Profile,16.17,Technology
IG0001863,25:23.0,Photo,62396,2548,2452,6727,763588,1153604,704,24,597,Hashtags,6.43,Food
IG0001864,25:23.0,Photo,102232,2334,724,2204,512911,554097,72,6,428,Home Feed,19.4,Fashion
IG0001865,25:23.0,Photo,35235,4527,4891,62,1711234,1870533,104,9,888,Explore,2.39,Beauty
IG0001866,25:23.0,Photo,76524,6052,1413,13090,1481118,1667426,1384,24,757,Home Feed,5.82,Lifestyle
IG0001867,25:23.0,Video,78896,9732,4711,6490,1845188,2293742,535,0,43,Explore,4.35,Technology
IG0001868,25:23.0,Reel,86302,6672,1665,1970,1900712,2026316,1125,11,480,External,4.77,Comedy
IG0001869,25:23.0,Photo,186894,6343,4852,9096,1189012,1374713,89,17,698,Reels Feed,15.07,Music
IG0001870,25:23.0,Photo,89733,8789,1929,13127,1899207,2002458,2001,24,787,Hashtags,5.67,Fashion
IG0001871,25:23.0,Reel,28597,3841,2433,3438,447342,924165,935,28,167,Home Feed,4.15,Photography
IG0001872,25:23.0,Carousel,125905,7042,980,5025,1397356,1744411,1662,20,475,Home Feed,7.97,Technology
IG0001873,25:23.0,Photo,121641,9496,238,6874,1213587,1378702,492,27,915,Hashtags,10.03,Music
IG0001874,25:23.0,Reel,80548,3030,3995,5955,20378,392013,539,2,479,Profile,23.86,Food
IG0001875,25:23.0,Video,103040,3861,4654,8254,121193,564352,572,25,484,Hashtags,21.23,Comedy
IG0001876,25:23.0,Photo,86791,9510,4270,6527,1724215,1865603,424,12,594,External,5.74,Fashion
IG0001877,25:23.0,Photo,52426,1800,2851,2416,141983,521360,301,10,141,Profile,11.41,Fashion
IG0001878,25:23.0,Reel,135794,7597,3533,4494,81748,467317,1352,11,513,Home Feed,32.4,Fashion
IG0001879,25:23.0,Carousel,76582,568,1780,10789,583402,885961,1714,23,302,External,10.13,Food
IG0001880,25:23.0,Photo,159302,754,1830,5148,1100869,1453392,1670,2,669,External,11.49,Lifestyle
IG0001881,25:23.0,Carousel,157784,4250,1896,732,880278,1264303,957,13,501,Reels Feed,13.02,Photography
IG0001882,25:23.0,Carousel,193802,717,3154,8191,1400949,1872187,466,20,885,Hashtags,11,Food
IG0001883,25:23.0,Reel,184812,9767,4471,6383,1255637,1527864,1972,14,189,Hashtags,13.45,Beauty
IG0001884,25:23.0,Photo,150260,9523,3154,1640,30554,285663,2197,9,66,Hashtags,57.61,Photography
